ImageIndex,Red,Green,blue,ExGI,CanopyCover
76,0.2283806295955882,0.2925302542892157,0.283090150122549,0.0735897288602941,0.116455078125
77,0.2502805223651961,0.3200607000612745,0.3150170419730392,0.0748238357843137,0.125244140625
78,0.2803768382352941,0.3540240119485294,0.3585535386029412,0.0691176470588235,0.111328125
79,0.2484049479166666,0.313217103247549,0.3055750229779412,0.0724542356004902,0.125244140625
80,0.2498774509803921,0.3188916973039216,0.3128073299632353,0.0750986136642156,0.11279296875
81,0.2700798483455882,0.3382984834558823,0.3453594132965686,0.0611577052696078,0.093505859375
82,0.2610246246936274,0.3275965073529411,0.3348843443627451,0.0592840456495097,0.08740234375
83,0.2702253753063725,0.3416858149509804,0.3506874234068627,0.0624588311887255,0.083251953125
84,0.2732536764705882,0.3524605545343137,0.35673828125,0.0749291513480392,0.09912109375
85,0.2744724647671568,0.3463177849264706,0.3573156020220588,0.0608475030637254,0.072509765625
86,0.2682406556372549,0.3410280713848039,0.3469027650122549,0.0669127221200979,0.094970703125
87,0.2707222732843137,0.3451775045955882,0.3527410768995098,0.0668916590073528,0.092041015625
88,0.2326976102941176,0.3068512561274509,0.2963302313112745,0.0846746706495097,0.094482421875
89,0.2730325137867647,0.343084597120098,0.3521321614583333,0.061004518995098,0.083251953125
90,0.2901568244485294,0.3764284620098039,0.380355775122549,0.0823443244485293,0.1279296875
91,0.2827033547794118,0.3523207720588235,0.3728458180147059,0.0490923713235293,0.077392578125
92,0.2712354473039216,0.3491861979166666,0.3581274892769608,0.0690094592524509,0.113525390625
93,0.2544222962622549,0.3270402496936274,0.3279421338848039,0.0717160692401961,0.12646484375
94,0.2691329656862745,0.3496390548406862,0.3576937806372549,0.0724513633578431,0.10693359375
95,0.2518985523897059,0.328939759497549,0.323733340992647,0.082247625612745,0.12060546875
96,0.2587498085171568,0.3256146599264706,0.3331811044730392,0.0592984068627451,0.087158203125
97,0.2595971200980392,0.3268621706495098,0.3283423330269608,0.0657848881740196,0.091552734375
98,0.2578776041666666,0.3255438112745098,0.3283040364583333,0.0649059819240196,0.095947265625
99,0.2437021292892157,0.3165737974877451,0.3114698223039215,0.0779756433823529,0.085205078125
100,0.2847397748161764,0.3636096430759803,0.3732010186887255,0.0692784926470587,0.07470703125
101,0.2429122625612745,0.3114516314338235,0.3035481770833333,0.0764428232230393,0.080078125
102,0.2522221583946078,0.329672181372549,0.3260033700980392,0.081118834252451,0.095947265625
103,0.3345291436887255,0.3964546951593137,0.435711550245098,0.0226686963848039,0.033203125
104,0.2655819163602941,0.3433201210171568,0.343359375,0.0776989506740196,0.08935546875
105,0.2405139399509804,0.3044921875,0.2961090686274509,0.0723613664215686,0.0986328125
106,0.2376014859068627,0.3119571461397059,0.3000832950367647,0.0862295113357842,0.16357421875
107,0.2857469745710784,0.3722206265318627,0.3706294041053921,0.0880648743872548,0.113525390625
108,0.2599609375,0.3220147824754902,0.3261938955269607,0.0578747319240195,0.048095703125
109,0.3113108915441177,0.3859700520833333,0.4075999540441176,0.0530292585784313,0.050537109375
110,0.3070705039828431,0.3735552619485294,0.3996333103553922,0.0404067095588234,0.032470703125
111,0.3488807827818627,0.4133415670955882,0.4565487132352941,0.0212536381740195,0.020263671875
112,0.1888355928308823,0.238055300245098,0.2095042509191176,0.0777707567401961,0.195556640625
113,0.1969736136642156,0.255749272365196,0.223876953125,0.0906479779411764,0.203369140625
114,0.2054840686274509,0.2621486289828431,0.238671875,0.0801413143382352,0.18359375
115,0.2003800934436274,0.2559541590073529,0.2304821537990196,0.0810460707720588,0.1748046875
116,0.1923244102328431,0.247006165747549,0.215087890625,0.0866000306372549,0.21142578125
117,0.1939874387254902,0.2497568167892156,0.219775390625,0.0857508042279411,0.2080078125
118,0.2012216605392157,0.2588752297794117,0.2294988893995098,0.0870299096200979,0.164306640625
119,0.2091605392156862,0.2669366574754901,0.2418275122549019,0.0828852634803921,0.16259765625
120,0.2185288373161764,0.2766726026348039,0.2610964307598039,0.0737199371936274,0.14013671875
121,0.2077675015318627,0.2616708792892157,0.2381606158088235,0.077413641237745,0.162353515625
122,0.2164933746936274,0.2688380821078431,0.2589441636029412,0.0622386259191176,0.138427734375
123,0.2355995327818627,0.2876206341911764,0.2849733838848039,0.0546683517156862,0.119384765625
124,0.2197524126838235,0.2704111136642156,0.2649978936887255,0.0560719209558823,0.13818359375
125,0.224090456495098,0.2804026884191176,0.2769674862132353,0.0597474341299019,0.095458984375
126,0.2266927083333333,0.2819240196078431,0.2749569163602941,0.0621984145220587,0.10888671875
127,0.2168983609068627,0.278045534620098,0.2623142616421569,0.0768784466911763,0.1201171875
128,0.2371419270833333,0.3051700367647059,0.2851198682598039,0.0880782781862745,0.156005859375
129,0.2176250382965686,0.272998046875,0.2492580039828431,0.0791130514705882,0.1669921875
130,0.2104769837622549,0.2666264552696078,0.2484987745098039,0.0742771522671568,0.163330078125
131,0.2190257352941176,0.2800551470588235,0.2611615349264706,0.0799230238970587,0.13525390625
132,0.2110054764093137,0.2728831571691176,0.2564654181985294,0.0782954197303921,0.128173828125
133,0.2271809895833333,0.2975624234068627,0.2795017616421568,0.0884420955882353,0.14501953125
134,0.2479664522058823,0.3212545955882352,0.3139638863357843,0.0805788526348039,0.124267578125
135,0.2269914215686274,0.2938754212622549,0.2783863740808823,0.082373046875,0.1357421875
136,0.2406192555147059,0.3123621323529412,0.2998152190563725,0.0842897901348039,0.154052734375
137,0.2436293658088235,0.3096086090686274,0.3119408700980392,0.0636469822303922,0.10693359375
138,0.2603295419730392,0.3350499770220588,0.3494131050857843,0.060357306985294,0.072998046875
139,0.2727941176470588,0.3492043887867647,0.366030943627451,0.0595837162990195,0.0634765625
140,0.2422976026348039,0.3115483302696078,0.3228869868259804,0.0579120710784313,0.078369140625
141,0.2391228170955882,0.3041953890931372,0.3091375612745098,0.0601303998161764,0.099853515625
142,0.2286908318014706,0.2869820389093137,0.2894205729166667,0.0558526731004902,0.10302734375
143,0.229137944240196,0.2921137791053921,0.2902286305147059,0.0648609834558824,0.102294921875
144,0.2493480009191176,0.3230181525735294,0.3241507735906863,0.0725375306372548,0.100341796875
145,0.2580671721813725,0.3275294883578431,0.3326248468137255,0.0643669577205882,0.100341796875
146,0.2501474417892156,0.3099101945465686,0.3240186504289216,0.045654296875,0.07666015625
147,0.2527506510416666,0.3165824142156863,0.3289502910539216,0.0514638863357842,0.08740234375
148,0.2622156479779411,0.3299977022058823,0.3469496783088235,0.050830078125,0.07958984375
149,0.2594439338235294,0.331396484375,0.346810853247549,0.0565381816789216,0.08203125
150,0.2443426393995098,0.3107412300857843,0.3185968137254902,0.0585430070465685,0.095458984375
151,0.2295515471813725,0.2891898360906862,0.2910424325980392,0.0577856924019608,0.11328125
152,0.2252010569852941,0.2790651807598039,0.2765557981004902,0.0563735064338235,0.102783203125
153,0.233840762867647,0.2971306295955882,0.2844496783088235,0.0759708180147058,0.14990234375
154,0.2412224264705882,0.3063802083333333,0.2986490885416666,0.0728889016544118,0.133544921875
155,0.2399777879901961,0.3100844439338235,0.306805300245098,0.0733857996323528,0.076904296875
156,0.2623257506127451,0.3371179917279411,0.3491584329044118,0.0627517999387253,0.086181640625
157,0.2296377144607843,0.3038152956495098,0.3001704197303921,0.0778224571078431,0.119873046875
158,0.2619619332107843,0.3418236825980392,0.3536668964460784,0.0680185355392156,0.09619140625
159,0.2674929151348039,0.3490703507965686,0.357113587622549,0.0735341988357842,0.1025390625
160,0.243932866115196,0.3173253676470588,0.324856387867647,0.0658614813112745,0.09130859375
161,0.2229214537377451,0.288412415747549,0.2814309512867647,0.0724724264705881,0.106201171875
162,0.2243968290441176,0.2918007046568627,0.2805826822916666,0.0786218979779411,0.140380859375
163,0.3057272518382353,0.3780034083946078,0.408755553002451,0.0415240119485293,0.071533203125
164,0.2343817018995098,0.3095348881740196,0.2923799402573529,0.0923081341911764,0.15234375
165,0.3014658011642157,0.3896139705882352,0.4012005974264706,0.0765615425857842,0.102783203125
166,0.2864095052083333,0.361083984375,0.3806659773284314,0.0550924862132352,0.07421875
167,0.2755725337009804,0.344515931372549,0.3529459635416667,0.060513365502451,0.100830078125
168,0.1980765548406863,0.26171875,0.226449525122549,0.0989114200367646,0.202880859375
169,0.1945886948529411,0.2505811504289216,0.2176642922794117,0.0889093137254902,0.19189453125
170,0.1831361060049019,0.2426556755514705,0.2042633655024509,0.0979118795955882,0.216796875
171,0.1854836856617647,0.2395038679534313,0.2082596124387254,0.0852644378063725,0.189453125
172,0.1917193244485294,0.247137331495098,0.2190333946078431,0.0835219439338235,0.20703125
173,0.1933871400122549,0.2500325520833333,0.2203287760416666,0.0863491881127451,0.191650390625
174,0.217449831495098,0.2842266007965686,0.2642377068014706,0.0867656632965686,0.18310546875
175,0.2137522977941176,0.2770096124387255,0.2524318321078431,0.0878350949754902,0.165771484375
176,0.2195705039828431,0.2768688725490196,0.2636086856617647,0.0705585554534313,0.16064453125
177,0.2120567172181372,0.2699831495098039,0.2500344669117647,0.0778751148897057,0.184326171875
178,0.2244916130514705,0.2830049402573529,0.2702359068627451,0.0712823606004902,0.1572265625
179,0.2293677236519608,0.2898494944852941,0.2796942018995098,0.0706370634191176,0.143310546875
180,0.2516429227941176,0.3282973345588235,0.3116900275735294,0.09326171875,0.182861328125
181,0.2341318167892156,0.3056286381740196,0.293978821997549,0.0831466375612745,0.140869140625
182,0.230712890625,0.2967869178921569,0.2766668581495098,0.086194087009804,0.1787109375
183,0.2319766773897058,0.3088694852941177,0.281643497242647,0.1041187959558824,0.190673828125
184,0.2689663756127451,0.3501732919730392,0.3450587852328431,0.0863214231004901,0.14599609375
185,0.2246160768995098,0.2854693244485294,0.2708601409313725,0.0754624310661764,0.15380859375
186,0.2291580499387255,0.295983647365196,0.2798148360906862,0.0829944087009804,0.150146484375
187,0.2588426776960784,0.3309943704044117,0.3306037454044118,0.0725423177083333,0.133056640625
188,0.2374406403186274,0.3135359221813725,0.2912511488970588,0.0983800551470588,0.17822265625
189,0.2315113740808823,0.3014045266544117,0.2822265625,0.0890711167279412,0.162109375
190,0.2418686810661764,0.3101236979166666,0.2948807061887254,0.0834980085784313,0.152099609375
191,0.264129518995098,0.3365990732230392,0.3334510952818627,0.0756175321691177,0.14404296875
192,0.2438007429534313,0.3120844822303921,0.3011268765318627,0.0792413449754901,0.15966796875
193,0.2596670113357843,0.3379327512254902,0.3414014629289216,0.0747970281862745,0.101806640625
194,0.2540125229779412,0.3282523360906862,0.3469937193627451,0.0554984298406862,0.07568359375
195,0.2641687729779411,0.33193359375,0.3458275888480392,0.0538708256740195,0.1015625
196,0.2591279871323529,0.3290546492034313,0.3430740655637255,0.0559072457107842,0.086669921875
197,0.2667346430759804,0.3357383578431372,0.3503561580882353,0.0543859145220588,0.098388671875
198,0.258465456495098,0.3271359911151961,0.3304333256740196,0.0653732000612745,0.115478515625
199,0.2819766773897059,0.3609824984681372,0.3796683517156862,0.0603199678308823,0.11279296875
200,0.2683794806985294,0.3413947610294117,0.3575520833333333,0.0568579580269607,0.107421875
201,0.2996055453431372,0.388003599877451,0.4089288449754902,0.0674728094362745,0.10546875
202,0.3086645986519608,0.3908710554534313,0.402248965992647,0.0708285462622548,0.184814453125
203,0.2893937653186274,0.3689931832107843,0.3848594515931373,0.0637331495098039,0.11767578125
204,0.3134727328431372,0.3987725949754901,0.4230286841299019,0.061043772977941,0.102294921875
205,0.2565678615196078,0.3217352175245098,0.3374502144607843,0.0494523590686274,0.080078125
206,0.2360418581495098,0.3018928079044117,0.2945618872549019,0.0731818704044117,0.139404296875
207,0.2600796568627451,0.3348987055759804,0.3354731541053921,0.0742446001838236,0.13671875
208,0.2944623161764705,0.377179074754902,0.4003245634191176,0.0595712699142156,0.115234375
209,0.2968960631127451,0.3896292892156863,0.3934053308823529,0.0889571844362745,0.162109375
210,0.2364190793504902,0.3022786458333333,0.2940841375612745,0.074054074754902,0.148681640625
211,0.2803356694240196,0.3602136948529412,0.3783835018382352,0.0617082184436275,0.118408203125
212,0.2880112591911765,0.3723364736519607,0.3978946461397059,0.0587670419730391,0.09619140625
213,0.2569374234068627,0.3397413066789215,0.3491775811887255,0.0733676087622547,0.10791015625
214,0.2377125459558823,0.3078019684436274,0.3109327129289215,0.066958678002451,0.122314453125
215,0.2862812117034313,0.3648906632965686,0.3893688725490196,0.0541312423406863,0.097412109375
216,0.254068053002451,0.3274730009191176,0.3267329197303921,0.0741450291053921,0.15380859375
217,0.272869753370098,0.3535146675857843,0.3622931985294118,0.0718663832720587,0.129638671875
218,0.2501570159313726,0.3249530867034313,0.3126426547181372,0.0871065027573529,0.17724609375
219,0.2641381357230392,0.3461981081495098,0.3410845588235294,0.0871735217524509,0.14794921875
220,0.2687691482843137,0.3515548406862745,0.3508702895220588,0.0834702435661765,0.134765625
221,0.2933373544730392,0.3659830729166666,0.3993824678308823,0.0392463235294118,0.054443359375
222,0.3403760723039216,0.4287358302696078,0.4679974724264706,0.0490981158088235,0.053955078125
223,0.3064558440563725,0.3838043811274509,0.4024835324754902,0.0586693857230391,0.09912109375
224,0.1881491268382353,0.2532082950367647,0.222219669117647,0.096047794117647,0.153564453125
225,0.1823854932598039,0.2364813112745098,0.2020498238357843,0.0885273054534314,0.208984375
226,0.1757161458333333,0.2410998774509803,0.2018267463235294,0.104656862745098,0.21533203125
227,0.1845281862745098,0.2539636948529412,0.2195685891544117,0.1038306142769607,0.202880859375
228,0.1836636412377451,0.2467897901348039,0.214877259497549,0.0950386795343137,0.202880859375
229,0.1862840839460784,0.2520488664215686,0.212924134497549,0.1048895143995098,0.23291015625
230,0.2010876225490196,0.258770871629902,0.2432483149509804,0.0732058057598039,0.15869140625
231,0.2027554381127451,0.2637494255514706,0.2467658547794117,0.0779775582107842,0.1416015625
232,0.192547487745098,0.2495098039215686,0.2382391237745098,0.0682329963235294,0.137939453125
233,0.2000201056985294,0.2570369944852941,0.244497740502451,0.0695561427696078,0.160888671875
234,0.2031632965686274,0.2564424402573529,0.2458907781862745,0.0638308057598039,0.129150390625
235,0.2143210018382353,0.2776223575367647,0.2651731004901961,0.075750612745098,0.146484375
236,0.2234145220588235,0.2863846124387255,0.2774911917892156,0.0718635110294118,0.143798828125
237,0.2244064031862745,0.2849561504289216,0.2819211473651961,0.0635847503063725,0.12158203125
238,0.232049440870098,0.3004739200367647,0.2990071614583333,0.069891237745098,0.109130859375
239,0.2059015012254902,0.268911803002451,0.2604310278799019,0.0714910768995098,0.11181640625
240,0.2452090992647058,0.3150045955882353,0.3225652956495098,0.0622347962622549,0.09765625
241,0.217855775122549,0.2844831878063725,0.2740368412990196,0.0770737591911764,0.112060546875
242,0.2299450444240196,0.297088503370098,0.2972282858455882,0.0670036764705881,0.103515625
243,0.233657896752451,0.301089537377451,0.3048416436887255,0.0636795343137254,0.095458984375
244,0.251040709252451,0.3143075980392157,0.3281403186274509,0.0494341681985295,0.08837890625
245,0.2301863128063725,0.2893650428921568,0.2934455422794118,0.0550982306985293,0.096923828125
246,0.2467074525122549,0.3228611366421569,0.3224580652573529,0.0765567555147059,0.131103515625
247,0.2502652037377451,0.3222388174019608,0.3219190410539215,0.0722933900122549,0.117431640625
248,0.2462641697303921,0.3208132276348039,0.3124473422181372,0.0829149433210784,0.1650390625
249,0.2585947074142157,0.3326822916666667,0.3449362362132352,0.0618336397058824,0.099609375
250,0.2740100337009803,0.3538622089460784,0.3766180300245098,0.0570963541666666,0.0810546875
251,0.2673751531862745,0.3433392693014706,0.3706016390931372,0.0487017463235294,0.09375
252,0.2431439568014705,0.3153645833333333,0.3259995404411764,0.0615856694240196,0.10986328125
253,0.2448921951593137,0.3081073835784313,0.3234327129289215,0.0478898590686274,0.086669921875
254,0.2223201976102941,0.2842170266544118,0.2796377144607843,0.0664761412377451,0.1455078125
255,0.2625287224264706,0.3369705499387255,0.3596899892769608,0.0517223881740196,0.081787109375
256,0.2434972426470588,0.3052313112745098,0.3187595741421569,0.0482058057598039,0.091552734375
257,0.2695628446691177,0.3303634344362745,0.3721880744485294,0.0189759497549019,0.044921875
258,0.2596775428921569,0.3132266773897059,0.3491488587622549,0.0176269531249999,0.0439453125
259,0.2531652113970588,0.3198261335784313,0.3353783700980392,0.0511086856617646,0.1015625
260,0.2740617340686274,0.3417288985906863,0.3675991881127451,0.041796875,0.058837890625
261,0.2396618412990196,0.3154430912990196,0.3072217754289216,0.084002565870098,0.13818359375
262,0.2995509727328431,0.3943646599264706,0.400698912377451,0.088479434742647,0.14111328125
263,0.2685939414828431,0.3431841681985294,0.358804381127451,0.0589700137867647,0.09814453125
264,0.2309656479779411,0.2879384957107843,0.3034993489583333,0.0414119944852942,0.064697265625
265,0.227084290747549,0.2819096583946078,0.3018727022058823,0.0348623238357843,0.064453125
266,0.2197849647671568,0.2905359604779411,0.2839575674019607,0.0773293887867647,0.142822265625
267,0.2415086933210784,0.3182588465073529,0.3297631357230392,0.0652458639705881,0.105224609375
268,0.2522556678921568,0.3202675015318627,0.341848575367647,0.0464307598039215,0.079833984375
269,0.2222397748161764,0.2908806295955882,0.299450444240196,0.0600710401348039,0.09619140625
270,0.2275811887254901,0.292544615502451,0.3035587086397059,0.0539493336397058,0.1103515625
271,0.243246400122549,0.3041053921568627,0.3239066329656863,0.0410577512254901,0.104248046875
272,0.2463493795955882,0.310793887867647,0.3250861672794117,0.0501522288602941,0.123046875
273,0.248455690870098,0.3154756433823529,0.3346200980392156,0.0478754978553922,0.09619140625
274,0.227868412990196,0.3035462622549019,0.2968146829044117,0.082409428615196,0.148193359375
275,0.231268190870098,0.3051920572916666,0.3095339307598039,0.0695819929534313,0.098388671875
276,0.232260071997549,0.2948002833946078,0.3031412760416667,0.05419921875,0.0810546875
277,0.2909170113357843,0.3700520833333333,0.3973853017769608,0.0518018535539216,0.063720703125
278,0.2937748927696078,0.3697399662990196,0.3975356158088235,0.0481694240196078,0.07470703125
279,0.254214537377451,0.312795840992647,0.326153684129902,0.0452234604779412,0.09033203125
280,0.1935068167892157,0.2568828507965686,0.2255524280024509,0.0947064568014706,0.174072265625
281,0.2039253982843137,0.2793466605392157,0.245690678615196,0.1090772441789216,0.199951171875
282,0.1846650965073529,0.2525840609681372,0.2189118030024509,0.1015912224264705,0.181884765625
283,0.1894904641544117,0.2529373468137255,0.216732728247549,0.0996515012254901,0.2265625
284,0.198013365502451,0.266146790747549,0.2292987898284313,0.1049814261642156,0.222900390625
285,0.1963302313112745,0.2605124080882353,0.2214527803308823,0.1032418045343137,0.227783203125
286,0.2018200444240196,0.2681994868259804,0.2411937040441176,0.0933852251838235,0.17236328125
287,0.1936331954656862,0.2548607919730392,0.2312174479166666,0.0848709405637255,0.16552734375
288,0.1913152956495098,0.2519282322303922,0.2291848575367647,0.0833563112745098,0.17822265625
289,0.1973872166053921,0.2528540517769608,0.2336952359068627,0.0746256510416666,0.14892578125
290,0.2080547257965686,0.2638116574754902,0.2418581495098039,0.0777104396446077,0.18408203125
291,0.2133568857230392,0.2678940716911764,0.247268497242647,0.0751627604166667,0.16796875
292,0.2405292585784313,0.3071327359068627,0.2947811351102941,0.0789550781249999,0.134033203125
293,0.2284964767156862,0.2967457490808823,0.2845042509191176,0.0804907705269608,0.121826171875
294,0.2351083792892156,0.3037521063112745,0.2918715533088235,0.0805242800245098,0.15771484375
295,0.241589116115196,0.3114458869485294,0.3023044960171568,0.0789981617647058,0.1328125
296,0.2360121783088235,0.3060556449142156,0.2920515471813725,0.0840475643382352,0.149658203125
297,0.2342218137254902,0.3008568857230392,0.2844401041666666,0.0830518535539215,0.15673828125
298,0.2266074984681372,0.2860763250612745,0.2766572840073529,0.0688878676470587,0.1201171875
299,0.2302341835171568,0.2948146446078431,0.2892176011029412,0.0701775045955881,0.119384765625
300,0.2396283318014705,0.3058048023897058,0.3144617417279411,0.0575195312499999,0.074951171875
301,0.243069278492647,0.3087766161151961,0.3087852328431372,0.0656987208946078,0.11962890625
302,0.2686437270220588,0.3366335401348039,0.3554438572303922,0.0491794960171568,0.075927734375
303,0.2598556219362745,0.3278885186887255,0.3312145756740196,0.0647068397671568,0.133544921875
304,0.2517444087009804,0.3125325520833333,0.3165259267769608,0.0567947686887254,0.115966796875
305,0.2973623238357843,0.3655800015318627,0.3722225413602941,0.0615751378676471,0.118408203125
306,0.2663526348039216,0.3220607383578431,0.3285567938112745,0.0492120481004901,0.08984375
307,0.283205997242647,0.3466777726715686,0.3686485140931372,0.0415010340073529,0.094970703125
308,0.2592246859681372,0.3195475260416666,0.3259449678308823,0.0539253982843136,0.1181640625
309,0.2503398820465686,0.316845703125,0.319094669117647,0.0642568550857842,0.138916015625
310,0.2438725490196078,0.3083122702205882,0.3028033088235294,0.0699486825980392,0.130859375
311,0.2633272058823529,0.3267568550857843,0.3446672028186274,0.0455193014705883,0.0859375
312,0.2304515165441176,0.2901798023897058,0.2876752068014706,0.0622328814338235,0.134033203125
313,0.2576095281862745,0.3232565487132353,0.3343462775735294,0.0545572916666665,0.09912109375
